id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2,umpire3
384,2013,Feroz Shah Kotla,2013-04-23,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0.0,5.0,Harmeet Singh,Feroz Shah Kotla,K Srinath,RS Madugalle,
352,2013,M Chinnaswamy Stadium,2013-04-23,Royal Challengers Bangalore,Pune Warriors,Pune Warriors,field,normal,0,Royal Challengers Bangalore,130.0,0.0,CH Gayle,M Chinnaswamy Stadium,C Shamshuddin,AJ Pycroft,
354,2013,Eden Gardens,2013-04-24,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,normal,0,Mumbai Indians,0.0,5.0,DR Smith,Eden Gardens,S Ravi,RS Mahanama,
355,2013,"MA Chidambaram Stadium, Chepauk",2013-04-25,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,normal,0,Chennai Super Kings,0.0,5.0,MS Dhoni,"MA Chidambaram Stadium, Chepauk",S Das,AJ Pycroft,
356,2013,Eden Gardens,2013-04-26,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,bat,normal,0,Kolkata Knight Riders,0.0,6.0,JH Kallis,Eden Gardens,S Ravi,RS Mahanama,
358,2013,Wankhede Stadium,2013-04-27,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,normal,0,Mumbai Indians,58.0,0.0,DR Smith,Wankhede Stadium,S Asnani,J Srinath,
357,2013,Sawai Mansingh Stadium,2013-04-27,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,normal,0,Rajasthan Royals,0.0,8.0,JP Faulkner,Sawai Mansingh Stadium,K Srinath,RS Madugalle,
359,2013,"MA Chidambaram Stadium, Chepauk",2013-04-28,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Chennai Super Kings,14.0,0.0,MEK Hussey,"MA Chidambaram Stadium, Chepauk",SJA Taufel,AJ Pycroft,
360,2013,Shaheed Veer Narayan Singh International Stadium,2013-04-28,Delhi Daredevils,Pune Warriors,Pune Warriors,field,normal,0,Delhi Daredevils,15.0,0.0,DA Warner,Shaheed Veer Narayan Singh International Stadium,S Ravi,RS Mahanama,
362,2013,Wankhede Stadium,2013-04-29,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,normal,0,Mumbai Indians,4.0,0.0,RG Sharma,Wankhede Stadium,AK Chaudhary,J Srinath,
361,2013,Sawai Mansingh Stadium,2013-04-29,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,field,normal,0,Rajasthan Royals,0.0,4.0,SV Samson,Sawai Mansingh Stadium,K Srinath,RS Madugalle,
363,2013,Subrata Roy Sahara Stadium,2013-04-30,Pune Warriors,Chennai Super Kings,Chennai Super Kings,bat,normal,0,Chennai Super Kings,37.0,0.0,MS Dhoni,Subrata Roy Sahara Stadium,SJA Taufel,AJ Pycroft,
365,2013,Shaheed Veer Narayan Singh International Stadium,2013-05-01,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,bat,normal,0,Delhi Daredevils,0.0,7.0,DA Warner,Shaheed Veer Narayan Singh International Stadium,CK Nandan,RS Mahanama,
364,2013,"Rajiv Gandhi International Stadium, Uppal",2013-05-01,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,bat,normal,0,Sunrisers Hyderabad,0.0,7.0,I Sharma,"Rajiv Gandhi International Stadium, Uppal",S Asnani,J Srinath,
366,2013,"MA Chidambaram Stadium, Chepauk",2013-05-02,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,normal,0,Chennai Super Kings,15.0,0.0,SK Raina,"MA Chidambaram Stadium, Chepauk",VA Kulkarni,Raju Mukherjee,
367,2013,Subrata Roy Sahara Stadium,2013-05-02,Pune Warriors,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,17.0,0.0,AB de Villiers,Subrata Roy Sahara Stadium,C Shamshuddin,AJ Pycroft,
368,2013,Eden Gardens,2013-05-03,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,bat,normal,0,Kolkata Knight Riders,0.0,8.0,YK Pathan,Eden Gardens,CK Nandan,RS Mahanama,
369,2013,"Rajiv Gandhi International Stadium, Uppal",2013-05-04,Sunrisers Hyderabad,Delhi Daredevils,Delhi Daredevils,bat,normal,0,Sunrisers Hyderabad,0.0,6.0,DJG Sammy,"Rajiv Gandhi International Stadium, Uppal",S Asnani,J Srinath,
371,2013,Wankhede Stadium,2013-05-05,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,normal,0,Mumbai Indians,60.0,0.0,MG Johnson,Wankhede Stadium,CK Nandan,RS Mahanama,
372,2013,Sawai Mansingh Stadium,2013-05-05,Rajasthan Royals,Pune Warriors,Pune Warriors,bat,normal,0,Rajasthan Royals,0.0,5.0,AM Rahane,Sawai Mansingh Stadium,RJ Tucker,AJ Pycroft,
389,2013,"Punjab Cricket Association Stadium, Mohali",2013-05-06,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,field,normal,0,Kings XI Punjab,0.0,6.0,DA Miller,"Punjab Cricket Association Stadium, Mohali",NJ Llong,RR Jadeja,
375,2013,Wankhede Stadium,2013-05-07,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,normal,0,Mumbai Indians,65.0,0.0,SR Tendulkar,Wankhede Stadium,S Ravi,RS Mahanama,
374,2013,Sawai Mansingh Stadium,2013-05-07,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,bat,normal,0,Rajasthan Royals,0.0,9.0,AM Rahane,Sawai Mansingh Stadium,RJ Tucker,AJ Pycroft,
376,2013,"Rajiv Gandhi International Stadium, Uppal",2013-05-08,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,field,normal,0,Chennai Super Kings,77.0,0.0,SK Raina,"Rajiv Gandhi International Stadium, Uppal",NJ Llong,Raju Mukherjee,
377,2013,"Punjab Cricket Association Stadium, Mohali",2013-05-09,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0.0,8.0,KK Cooper,"Punjab Cricket Association Stadium, Mohali",S Ravi,RS Mahanama,
378,2013,Subrata Roy Sahara Stadium,2013-05-09,Pune Warriors,Kolkata Knight Riders,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,46.0,0.0,G Gambhir,Subrata Roy Sahara Stadium,S Asnani,J Srinath,
379,2013,Feroz Shah Kotla,2013-05-10,Delhi Daredevils,Royal Challengers Bangalore,Delhi Daredevils,field,normal,0,Royal Challengers Bangalore,4.0,0.0,JD Unadkat,Feroz Shah Kotla,K Srinath,RS Madugalle,
381,2013,"Punjab Cricket Association Stadium, Mohali",2013-05-11,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,field,normal,0,Sunrisers Hyderabad,30.0,0.0,PA Patel,"Punjab Cricket Association Stadium, Mohali",RJ Tucker,AJ Pycroft,
380,2013,Subrata Roy Sahara Stadium,2013-05-11,Pune Warriors,Mumbai Indians,Pune Warriors,bat,normal,0,Mumbai Indians,0.0,5.0,MG Johnson,Subrata Roy Sahara Stadium,AK Chaudhary,J Srinath,
382,2013,JSCA International Stadium Complex,2013-05-12,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0.0,5.0,JH Kallis,JSCA International Stadium Complex,K Srinath,RS Madugalle,
383,2013,Sawai Mansingh Stadium,2013-05-12,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,field,normal,0,Rajasthan Royals,0.0,5.0,SR Watson,Sawai Mansingh Stadium,CK Nandan,RS Mahanama,
385,2013,Wankhede Stadium,2013-05-13,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,normal,0,Mumbai Indians,0.0,7.0,KA Pollard,Wankhede Stadium,SJA Taufel,RR Jadeja,
387,2013,"MA Chidambaram Stadium, Chepauk",2013-05-14,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,normal,0,Chennai Super Kings,33.0,0.0,MS Dhoni,"MA Chidambaram Stadium, Chepauk",RJ Tucker,AJ Pycroft,
370,2013,M Chinnaswamy Stadium,2013-05-14,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0.0,7.0,AC Gilchrist,M Chinnaswamy Stadium,S Ravi,RS Mahanama,
386,2013,JSCA International Stadium Complex,2013-05-15,Kolkata Knight Riders,Pune Warriors,Kolkata Knight Riders,field,normal,0,Pune Warriors,7.0,0.0,MK Pandey,JSCA International Stadium Complex,K Srinath,RS Madugalle,
388,2013,Wankhede Stadium,2013-05-15,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,0,Mumbai Indians,14.0,0.0,AP Tare,Wankhede Stadium,S Asnani,RR Jadeja,
353,2013,Himachal Pradesh Cricket Association Stadium,2013-05-16,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,normal,0,Kings XI Punjab,7.0,0.0,DA Miller,Himachal Pradesh Cricket Association Stadium,S Ravi,RS Mahanama,
390,2013,"Rajiv Gandhi International Stadium, Uppal",2013-05-17,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,23.0,0.0,A Mishra,"Rajiv Gandhi International Stadium, Uppal",AK Chaudhary,J Srinath,
391,2013,Himachal Pradesh Cricket Association Stadium,2013-05-18,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,0,Kings XI Punjab,50.0,0.0,Azhar Mahmood,Himachal Pradesh Cricket Association Stadium,CK Nandan,RS Mahanama,
393,2013,M Chinnaswamy Stadium,2013-05-18,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,0,Royal Challengers Bangalore,24.0,0.0,V Kohli,M Chinnaswamy Stadium,RJ Tucker,AJ Pycroft,
392,2013,Subrata Roy Sahara Stadium,2013-05-19,Pune Warriors,Delhi Daredevils,Pune Warriors,bat,normal,0,Pune Warriors,38.0,0.0,LJ Wright,Subrata Roy Sahara Stadium,SJA Taufel,RS Madugalle,
394,2013,"Rajiv Gandhi International Stadium, Uppal",2013-05-19,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,bat,normal,0,Sunrisers Hyderabad,0.0,5.0,PA Patel,"Rajiv Gandhi International Stadium, Uppal",S Asnani,Raju Mukherjee,
395,2013,Feroz Shah Kotla,2013-05-21,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,normal,0,Chennai Super Kings,48.0,0.0,MEK Hussey,Feroz Shah Kotla,RJ Tucker,RS Mahanama,
396,2013,Feroz Shah Kotla,2013-05-22,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,normal,0,Rajasthan Royals,0.0,4.0,BJ Hodge,Feroz Shah Kotla,RJ Tucker,RS Mahanama,
397,2013,Eden Gardens,2013-05-24,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,bat,normal,0,Mumbai Indians,0.0,4.0,Harbhajan Singh,Eden Gardens,SJA Taufel,RS Madugalle,
398,2013,Eden Gardens,2013-05-26,Chennai Super Kings,Mumbai Indians,Mumbai Indians,bat,normal,0,Mumbai Indians,23.0,0.0,KA Pollard,Eden Gardens,SJA Taufel,RS Madugalle,
399,2014,Sheikh Zayed Stadium,2014-04-16,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,41.0,0.0,JH Kallis,Sheikh Zayed Stadium,RK Illingworth,AJ Pycroft,
400,2014,Sharjah Cricket Stadium,2014-04-17,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0.0,8.0,YS Chahal,Sharjah Cricket Stadium,S Ravi,GF Labrooy,
401,2014,Sheikh Zayed Stadium,2014-04-18,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,normal,0,Kings XI Punjab,0.0,6.0,GJ Maxwell,Sheikh Zayed Stadium,C Shamshuddin,AJ Pycroft,
402,2014,Sheikh Zayed Stadium,2014-04-18,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0.0,4.0,AM Rahane,Sheikh Zayed Stadium,RK Illingworth,AJ Pycroft,
404,2014,Dubai International Cricket Stadium,2014-04-19,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,bat,normal,0,Delhi Daredevils,0.0,4.0,JP Duminy,Dubai International Cricket Stadium,VA Kulkarni,GF Labrooy,
403,2014,Dubai International Cricket Stadium,2014-04-19,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0.0,7.0,PA Patel,Dubai International Cricket Stadium,AK Chaudhary,GF Labrooy,
405,2014,Sharjah Cricket Stadium,2014-04-20,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0.0,7.0,GJ Maxwell,Sharjah Cricket Stadium,M Erasmus,AJ Pycroft,
406,2014,Sheikh Zayed Stadium,2014-04-21,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,normal,0,Chennai Super Kings,93.0,0.0,SK Raina,Sheikh Zayed Stadium,C Shamshuddin,GF Labrooy,
407,2014,Sharjah Cricket Stadium,2014-04-22,Kings XI Punjab,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Kings XI Punjab,72.0,0.0,GJ Maxwell,Sharjah Cricket Stadium,S Ravi,AJ Pycroft,
408,2014,Dubai International Cricket Stadium,2014-04-23,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,field,normal,0,Chennai Super Kings,7.0,0.0,RA Jadeja,Dubai International Cricket Stadium,RK Illingworth,GF Labrooy,
409,2014,Sharjah Cricket Stadium,2014-04-24,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,normal,0,Kolkata Knight Riders,2.0,0.0,CA Lynn,Sharjah Cricket Stadium,VA Kulkarni,AJ Pycroft,
411,2014,Dubai International Cricket Stadium,2014-04-25,Chennai Super Kings,Mumbai Indians,Mumbai Indians,bat,normal,0,Chennai Super Kings,0.0,7.0,MM Sharma,Dubai International Cricket Stadium,M Erasmus,GF Labrooy,
410,2014,Dubai International Cricket Stadium,2014-04-25,Sunrisers Hyderabad,Delhi Daredevils,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,4.0,0.0,AJ Finch,Dubai International Cricket Stadium,S Ravi,GF Labrooy,
413,2014,Sheikh Zayed Stadium,2014-04-26,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,field,normal,0,Kings XI Punjab,23.0,0.0,Sandeep Sharma,Sheikh Zayed Stadium,RK Illingworth,AJ Pycroft,
412,2014,Sheikh Zayed Stadium,2014-04-26,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,field,normal,0,Rajasthan Royals,0.0,6.0,PV Tambe,Sheikh Zayed Stadium,C Shamshuddin,AJ Pycroft,
414,2014,Sharjah Cricket Stadium,2014-04-27,Delhi Daredevils,Mumbai Indians,Mumbai Indians,bat,normal,0,Delhi Daredevils,0.0,6.0,M Vijay,Sharjah Cricket Stadium,VA Kulkarni,GF Labrooy,
415,2014,Sharjah Cricket Stadium,2014-04-27,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,normal,0,Chennai Super Kings,0.0,5.0,DR Smith,Sharjah Cricket Stadium,VA Kulkarni,GF Labrooy,
416,2014,Dubai International Cricket Stadium,2014-04-28,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,field,normal,0,Kings XI Punjab,0.0,5.0,Sandeep Sharma,Dubai International Cricket Stadium,S Ravi,AJ Pycroft,
417,2014,Sheikh Zayed Stadium,2014-04-29,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,bat,normal,0,Draw/No Result,0.0,0.0,JP Faulkner,Sheikh Zayed Stadium,AK Chaudhary,GF Labrooy,
418,2014,Dubai International Cricket Stadium,2014-04-30,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,field,normal,0,Sunrisers Hyderabad,15.0,0.0,B Kumar,Dubai International Cricket Stadium,M Erasmus,AJ Pycroft,
419,2014,JSCA International Stadium Complex,2014-05-02,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,normal,0,Chennai Super Kings,34.0,0.0,RA Jadeja,JSCA International Stadium Complex,NJ Llong,J Srinath,
421,2014,Feroz Shah Kotla,2014-05-03,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0.0,7.0,KK Nair,Feroz Shah Kotla,S Ravi,AJ Pycroft,
420,2014,Wankhede Stadium,2014-05-03,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,bat,normal,0,Mumbai Indians,0.0,5.0,CJ Anderson,Wankhede Stadium,C Shamshuddin,RS Madugalle,
422,2014,M Chinnaswamy Stadium,2014-05-04,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0.0,4.0,AB de Villiers,M Chinnaswamy Stadium,VA Kulkarni,RS Mahanama,
424,2014,Feroz Shah Kotla,2014-05-05,Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0.0,8.0,DR Smith,Feroz Shah Kotla,BNJ Oxenford,J Srinath,
423,2014,"Sardar Patel Stadium, Motera",2014-05-05,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Rajasthan Royals,10.0,0.0,PV Tambe,"Sardar Patel Stadium, Motera",CK Nandan,RS Madugalle,
425,2014,Wankhede Stadium,2014-05-06,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Mumbai Indians,19.0,0.0,RG Sharma,Wankhede Stadium,K Srinath,AJ Pycroft,
426,2014,Feroz Shah Kotla,2014-05-07,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,bat,normal,0,Kolkata Knight Riders,0.0,8.0,G Gambhir,Feroz Shah Kotla,C Shamshuddin,J Srinath,
427,2014,Barabati Stadium,2014-05-07,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,normal,0,Kings XI Punjab,44.0,0.0,GJ Maxwell,Barabati Stadium,PG Pathak,RS Mahanama,
428,2014,"Sardar Patel Stadium, Motera",2014-05-08,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,field,normal,0,Sunrisers Hyderabad,32.0,0.0,B Kumar,"Sardar Patel Stadium, Motera",NJ Llong,RS Madugalle,
429,2014,M Chinnaswamy Stadium,2014-05-09,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,field,normal,0,Kings XI Punjab,32.0,0.0,Sandeep Sharma,M Chinnaswamy Stadium,K Srinath,AJ Pycroft,
430,2014,Feroz Shah Kotla,2014-05-10,Delhi Daredevils,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0.0,8.0,DW Steyn,Feroz Shah Kotla,BNJ Oxenford,J Srinath,
431,2014,Wankhede Stadium,2014-05-10,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0.0,4.0,DR Smith,Wankhede Stadium,VA Kulkarni,RS Mahanama,
432,2014,Barabati Stadium,2014-05-11,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0.0,9.0,G Gambhir,Barabati Stadium,CK Nandan,RS Madugalle,
433,2014,M Chinnaswamy Stadium,2014-05-11,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,normal,0,Rajasthan Royals,0.0,5.0,JP Faulkner,M Chinnaswamy Stadium,RJ Tucker,AJ Pycroft,
434,2014,"Rajiv Gandhi International Stadium, Uppal",2014-05-12,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,normal,0,Mumbai Indians,0.0,7.0,AT Rayudu,"Rajiv Gandhi International Stadium, Uppal",VA Kulkarni,RS Mahanama,
435,2014,JSCA International Stadium Complex,2014-05-13,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,normal,0,Chennai Super Kings,0.0,5.0,RA Jadeja,JSCA International Stadium Complex,C Shamshuddin,J Srinath,
436,2014,M Chinnaswamy Stadium,2014-05-13,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,field,normal,0,Royal Challengers Bangalore,16.0,0.0,Yuvraj Singh,M Chinnaswamy Stadium,RJ Tucker,AJ Pycroft,
438,2014,Barabati Stadium,2014-05-14,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0.0,6.0,RV Uthappa,Barabati Stadium,NJ Llong,RS Madugalle,
437,2014,"Rajiv Gandhi International Stadium, Uppal",2014-05-14,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0.0,6.0,WP Saha,"Rajiv Gandhi International Stadium, Uppal",PG Pathak,RS Mahanama,
439,2014,"Sardar Patel Stadium, Motera",2014-05-15,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,field,normal,0,Rajasthan Royals,62.0,0.0,AM Rahane,"Sardar Patel Stadium, Motera",RJ Tucker,AJ Pycroft,
440,2014,JSCA International Stadium Complex,2014-05-18,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,normal,0,Royal Challengers Bangalore,0.0,5.0,AB de Villiers,JSCA International Stadium Complex,C Shamshuddin,J Srinath,
441,2014,"Rajiv Gandhi International Stadium, Uppal",2014-05-18,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,normal,0,Kolkata Knight Riders,0.0,7.0,UT Yadav,"Rajiv Gandhi International Stadium, Uppal",CK Nandan,RS Madugalle,
443,2014,Feroz Shah Kotla,2014-05-19,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0.0,4.0,AR Patel,Feroz Shah Kotla,PG Pathak,RS Mahanama,
442,2014,"Sardar Patel Stadium, Motera",2014-05-19,Rajasthan Royals,Mumbai Indians,Mumbai Indians,bat,normal,0,Mumbai Indians,25.0,0.0,MEK Hussey,"Sardar Patel Stadium, Motera",RJ Tucker,AJ Pycroft,
445,2014,Eden Gardens,2014-05-20,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0.0,8.0,RV Uthappa,Eden Gardens,C Shamshuddin,J Srinath,
444,2014,"Rajiv Gandhi International Stadium, Uppal",2014-05-20,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,normal,0,Sunrisers Hyderabad,0.0,7.0,DA Warner,"Rajiv Gandhi International Stadium, Uppal",NJ Llong,RS Madugalle,
446,2014,"Punjab Cricket Association Stadium, Mohali",2014-05-21,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0.0,7.0,LMP Simmons,"Punjab Cricket Association Stadium, Mohali",VA Kulkarni,RS Mahanama,
448,2014,JSCA International Stadium Complex,2014-05-22,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0.0,6.0,DA Warner,JSCA International Stadium Complex,C Shamshuddin,J Srinath,
447,2014,Eden Gardens,2014-05-22,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Kolkata Knight Riders,30.0,0.0,RV Uthappa,Eden Gardens,CK Nandan,RS Madugalle,
450,2014,"Punjab Cricket Association Stadium, Mohali",2014-05-23,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,normal,0,Kings XI Punjab,16.0,0.0,SE Marsh,"Punjab Cricket Association Stadium, Mohali",PG Pathak,RS Mahanama,
449,2014,Wankhede Stadium,2014-05-23,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,0,Mumbai Indians,15.0,0.0,MEK Hussey,Wankhede Stadium,RJ Tucker,AJ Pycroft,
452,2014,Eden Gardens,2014-05-24,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0.0,4.0,YK Pathan,Eden Gardens,BNJ Oxenford,J Srinath,
451,2014,M Chinnaswamy Stadium,2014-05-24,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0.0,8.0,MS Dhoni,M Chinnaswamy Stadium,NJ Llong,RS Madugalle,
453,2014,"Punjab Cricket Association Stadium, Mohali",2014-05-25,Kings XI Punjab,Delhi Daredevils,Kings XI Punjab,field,normal,0,Kings XI Punjab,0.0,7.0,M Vohra,"Punjab Cricket Association Stadium, Mohali",VA Kulkarni,RS Mahanama,
454,2014,Wankhede Stadium,2014-05-25,Mumbai Indians,Rajasthan Royals,Mumbai Indians,field,normal,0,Mumbai Indians,0.0,5.0,CJ Anderson,Wankhede Stadium,RJ Tucker,AJ Pycroft,
455,2014,Eden Gardens,2014-05-27,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,field,normal,0,Kolkata Knight Riders,28.0,0.0,UT Yadav,Eden Gardens,S Ravi,RS Mahanama,
456,2014,Brabourne Stadium,2014-05-28,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,field,normal,0,Chennai Super Kings,0.0,7.0,SK Raina,Brabourne Stadium,BNJ Oxenford,AJ Pycroft,
457,2014,Wankhede Stadium,2014-05-30,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,field,normal,0,Kings XI Punjab,24.0,0.0,V Sehwag,Wankhede Stadium,RJ Tucker,J Srinath,
458,2014,M Chinnaswamy Stadium,2014-06-01,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0.0,3.0,MK Pandey,M Chinnaswamy Stadium,BNJ Oxenford,RS Mahanama,
459,2015,Eden Gardens,2015-04-08,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0.0,7.0,M Morkel,Eden Gardens,C Shamshuddin,J Srinath,
460,2015,"MA Chidambaram Stadium, Chepauk",2015-04-09,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,field,normal,0,Chennai Super Kings,1.0,0.0,A Nehra,"MA Chidambaram Stadium, Chepauk",VA Kulkarni,M Nayyar,
